"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat May 25 22:30:31 GMT 2024","Sat May 25 22:30:32 GMT 2024","259","","Testes Login de Usuários","","br.com.sistemaescolar.tests.LoginTest","login","[2] login-user-invalido, nok, user_inexistente, 123, 403, Usuário não localizado",""
"failed","Sat May 25 22:30:29 GMT 2024","Sat May 25 22:30:31 GMT 2024","1756","","Testes Login de Usuários","","br.com.sistemaescolar.tests.LoginTest","login","[1] login-valido, ok, William 123, 123, 200, Login realizado com sucesso",""
"passed","Sat May 25 22:30:32 GMT 2024","Sat May 25 22:30:32 GMT 2024","385","","Testes Login de Usuários","","br.com.sistemaescolar.tests.LoginTest","login","[3] login-senha-invalida, nok, william, senha_incorreta, 403, Senha inserida é inválida",""
"passed","Sat May 25 22:30:32 GMT 2024","Sat May 25 22:30:32 GMT 2024","512","","Testes Cadastro de Usuários","","br.com.sistemaescolar.tests.RegisterTest","register","[1] criacao-usuario, ok, william, 123, USER, 200, null, Usuário cadastrado com sucesso",""
"passed","Sat May 25 22:30:32 GMT 2024","Sat May 25 22:30:33 GMT 2024","350","","Testes Cadastro de Usuários","","br.com.sistemaescolar.tests.RegisterTest","register","[2] criacao-admin, ok, william, 123, ADMIN, 200, null, Usuário admin cadastrado com sucesso",""
"passed","Sat May 25 22:30:33 GMT 2024","Sat May 25 22:30:33 GMT 2024","414","","Testes Cadastro de Usuários","","br.com.sistemaescolar.tests.RegisterTest","register","[3] criacao-usuario-existente, nok, william, 123, USER, 403, null, Usuário já existe no banco de dados",""
"passed","Sat May 25 22:30:33 GMT 2024","Sat May 25 22:30:33 GMT 2024","257","","Testes Cadastro de Usuários","","br.com.sistemaescolar.tests.RegisterTest","register","[4] role-invalida, nok, william, 123, INVALIDO, 403, null, Role informada é invalida",""
