"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat May 25 23:22:04 GMT 2024","Sat May 25 23:22:05 GMT 2024","288","","Testes Login de Usuários","","br.com.sistemaescolar.tests.LoginTest","login","[2] login-user-invalido, nok, user_inexistente, 123, 403, Usuário não localizado",""
"passed","Sat May 25 23:22:05 GMT 2024","Sat May 25 23:22:05 GMT 2024","365","","Testes Login de Usuários","","br.com.sistemaescolar.tests.LoginTest","login","[3] login-senha-invalida, nok, william, senha_incorreta, 403, Senha inserida é inválida",""
"passed","Sat May 25 23:22:06 GMT 2024","Sat May 25 23:22:06 GMT 2024","423","","Testes Cadastro de Usuários","","br.com.sistemaescolar.tests.RegisterTest","register","[3] criacao-usuario-existente, nok, william, 123, USER, 403, null, Usuário já existe no banco de dados",""
"passed","Sat May 25 23:22:05 GMT 2024","Sat May 25 23:22:05 GMT 2024","447","","Testes Cadastro de Usuários","","br.com.sistemaescolar.tests.RegisterTest","register","[1] criacao-usuario, ok, william, 123, USER, 200, null, Usuário cadastrado com sucesso",""
"passed","Sat May 25 23:22:06 GMT 2024","Sat May 25 23:22:06 GMT 2024","250","","Testes Cadastro de Usuários","","br.com.sistemaescolar.tests.RegisterTest","register","[4] role-invalida, nok, william, 123, INVALIDO, 403, null, Role informada é invalida",""
"passed","Sat May 25 23:22:02 GMT 2024","Sat May 25 23:22:04 GMT 2024","1900","","Testes Login de Usuários","","br.com.sistemaescolar.tests.LoginTest","login","[1] login-valido, ok, William 123, 123, 200, Login realizado com sucesso",""
"passed","Sat May 25 23:22:05 GMT 2024","Sat May 25 23:22:06 GMT 2024","350","","Testes Cadastro de Usuários","","br.com.sistemaescolar.tests.RegisterTest","register","[2] criacao-admin, ok, william, 123, ADMIN, 200, null, Usuário admin cadastrado com sucesso",""
