"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jun 29 19:50:38 GMT 2024","Sat Jun 29 19:50:38 GMT 2024","333","","Testes Login de Usuários","","br.com.sistemaescolar.tests.LoginTest","login","[2] login-valido, ok, William User, 123, 200, Login realizado com sucesso",""
"passed","Sat Jun 29 19:50:35 GMT 2024","Sat Jun 29 19:50:36 GMT 2024","1163","","Testes Cadastro de Usuários","","br.com.sistemaescolar.tests.RegisterTest","register","[1] criacao-usuario, ok, william, 123, USER, 200, null, Usuário cadastrado com sucesso",""
"passed","Sat Jun 29 19:50:37 GMT 2024","Sat Jun 29 19:50:37 GMT 2024","245","","Testes Cadastro de Usuários","","br.com.sistemaescolar.tests.RegisterTest","register","[4] role-invalida, nok, william, 123, INVALIDO, 403, null, Role informada é invalida",""
"passed","Sat Jun 29 19:50:36 GMT 2024","Sat Jun 29 19:50:37 GMT 2024","342","","Testes Cadastro de Usuários","","br.com.sistemaescolar.tests.RegisterTest","register","[2] criacao-admin, ok, william, 123, ADMIN, 200, null, Usuário admin cadastrado com sucesso",""
"passed","Sat Jun 29 19:50:37 GMT 2024","Sat Jun 29 19:50:38 GMT 2024","592","","Testes Login de Usuários","","br.com.sistemaescolar.tests.LoginTest","login","[1] login-valido, ok, William Admin, 123, 200, Login realizado com sucesso",""
"passed","Sat Jun 29 19:50:38 GMT 2024","Sat Jun 29 19:50:39 GMT 2024","251","","Testes Login de Usuários","","br.com.sistemaescolar.tests.LoginTest","login","[3] login-user-invalido, nok, user_inexistente, 123, 403, Usuário não localizado",""
"passed","Sat Jun 29 19:50:37 GMT 2024","Sat Jun 29 19:50:37 GMT 2024","370","","Testes Cadastro de Usuários","","br.com.sistemaescolar.tests.RegisterTest","register","[3] criacao-usuario-existente, nok, william, 123, USER, 403, null, Usuário já existe no banco de dados",""
"passed","Sat Jun 29 19:50:39 GMT 2024","Sat Jun 29 19:50:39 GMT 2024","337","","Testes Login de Usuários","","br.com.sistemaescolar.tests.LoginTest","login","[4] login-senha-invalida, nok, william, senha_incorreta, 403, Senha inserida é inválida",""
