"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jul 03 19:27:04 GMT 2024","Wed Jul 03 19:27:04 GMT 2024","282","","Testes Cadastro de Usuários","","br.com.sistemaescolar.tests.RegisterTest","register","[4] role-invalida, nok, william, 123, INVALIDO, 403, null, Role informada é invalida",""
"passed","Wed Jul 03 19:27:05 GMT 2024","Wed Jul 03 19:27:05 GMT 2024","282","","Testes Login de Usuários","","br.com.sistemaescolar.tests.LoginTest","login","[3] login-user-invalido, nok, user_inexistente, 123, 403, Usuário não localizado",""
"passed","Wed Jul 03 19:27:04 GMT 2024","Wed Jul 03 19:27:05 GMT 2024","377","","Testes Login de Usuários","","br.com.sistemaescolar.tests.LoginTest","login","[2] login-valido, ok, William User, 123, 200, Login realizado com sucesso",""
"passed","Wed Jul 03 19:27:03 GMT 2024","Wed Jul 03 19:27:04 GMT 2024","414","","Testes Cadastro de Usuários","","br.com.sistemaescolar.tests.RegisterTest","register","[3] criacao-usuario-existente, nok, william, 123, USER, 403, null, Usuário já existe no banco de dados",""
"passed","Wed Jul 03 19:27:02 GMT 2024","Wed Jul 03 19:27:03 GMT 2024","965","","Testes Cadastro de Usuários","","br.com.sistemaescolar.tests.RegisterTest","register","[1] criacao-usuario, ok, william, 123, USER, 200, null, Usuário cadastrado com sucesso",""
"passed","Wed Jul 03 19:27:05 GMT 2024","Wed Jul 03 19:27:06 GMT 2024","382","","Testes Login de Usuários","","br.com.sistemaescolar.tests.LoginTest","login","[4] login-senha-invalida, nok, william, senha_incorreta, 403, Senha inserida é inválida",""
"passed","Wed Jul 03 19:27:04 GMT 2024","Wed Jul 03 19:27:04 GMT 2024","619","","Testes Login de Usuários","","br.com.sistemaescolar.tests.LoginTest","login","[1] login-valido, ok, William Admin, 123, 200, Login realizado com sucesso",""
"passed","Wed Jul 03 19:27:03 GMT 2024","Wed Jul 03 19:27:03 GMT 2024","379","","Testes Cadastro de Usuários","","br.com.sistemaescolar.tests.RegisterTest","register","[2] criacao-admin, ok, william, 123, ADMIN, 200, null, Usuário admin cadastrado com sucesso",""
