"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jun 29 20:06:23 GMT 2024","Sat Jun 29 20:06:24 GMT 2024","343","","Testes Login de Usuários","","br.com.sistemaescolar.tests.LoginTest","login","[4] login-senha-invalida, nok, william, senha_incorreta, 403, Senha inserida é inválida",""
"passed","Sat Jun 29 20:06:21 GMT 2024","Sat Jun 29 20:06:22 GMT 2024","397","","Testes Cadastro de Usuários","","br.com.sistemaescolar.tests.RegisterTest","register","[3] criacao-usuario-existente, nok, william, 123, USER, 403, null, Usuário já existe no banco de dados",""
"passed","Sat Jun 29 20:06:23 GMT 2024","Sat Jun 29 20:06:23 GMT 2024","248","","Testes Login de Usuários","","br.com.sistemaescolar.tests.LoginTest","login","[3] login-user-invalido, nok, user_inexistente, 123, 403, Usuário não localizado",""
"passed","Sat Jun 29 20:06:22 GMT 2024","Sat Jun 29 20:06:23 GMT 2024","601","","Testes Login de Usuários","","br.com.sistemaescolar.tests.LoginTest","login","[1] login-valido, ok, William Admin, 123, 200, Login realizado com sucesso",""
"passed","Sat Jun 29 20:06:22 GMT 2024","Sat Jun 29 20:06:22 GMT 2024","249","","Testes Cadastro de Usuários","","br.com.sistemaescolar.tests.RegisterTest","register","[4] role-invalida, nok, william, 123, INVALIDO, 403, null, Role informada é invalida",""
"passed","Sat Jun 29 20:06:21 GMT 2024","Sat Jun 29 20:06:21 GMT 2024","347","","Testes Cadastro de Usuários","","br.com.sistemaescolar.tests.RegisterTest","register","[2] criacao-admin, ok, william, 123, ADMIN, 200, null, Usuário admin cadastrado com sucesso",""
"passed","Sat Jun 29 20:06:20 GMT 2024","Sat Jun 29 20:06:21 GMT 2024","1115","","Testes Cadastro de Usuários","","br.com.sistemaescolar.tests.RegisterTest","register","[1] criacao-usuario, ok, william, 123, USER, 200, null, Usuário cadastrado com sucesso",""
"passed","Sat Jun 29 20:06:23 GMT 2024","Sat Jun 29 20:06:23 GMT 2024","341","","Testes Login de Usuários","","br.com.sistemaescolar.tests.LoginTest","login","[2] login-valido, ok, William User, 123, 200, Login realizado com sucesso",""
