"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sun May 26 01:29:48 GMT 2024","Sun May 26 01:29:53 GMT 2024","5008","","Testes Cadastro de Usuários","","br.com.sistemaescolar.tests.RegisterTest","register","[3] criacao-usuario-existente, nok, william, 123, USER, 403, null, Usuário já existe no banco de dados",""
"broken","Sun May 26 01:29:28 GMT 2024","Sun May 26 01:29:33 GMT 2024","5011","","Testes Login de Usuários","","br.com.sistemaescolar.tests.LoginTest","login","[2] login-user-invalido, nok, user_inexistente, 123, 403, Usuário não localizado",""
"broken","Sun May 26 01:29:38 GMT 2024","Sun May 26 01:29:43 GMT 2024","5013","","Testes Cadastro de Usuários","","br.com.sistemaescolar.tests.RegisterTest","register","[1] criacao-usuario, ok, william, 123, USER, 200, null, Usuário cadastrado com sucesso",""
"broken","Sun May 26 01:29:33 GMT 2024","Sun May 26 01:29:38 GMT 2024","5010","","Testes Login de Usuários","","br.com.sistemaescolar.tests.LoginTest","login","[3] login-senha-invalida, nok, william, senha_incorreta, 403, Senha inserida é inválida",""
"broken","Sun May 26 01:29:23 GMT 2024","Sun May 26 01:29:28 GMT 2024","5518","","Testes Login de Usuários","","br.com.sistemaescolar.tests.LoginTest","login","[1] login-valido, ok, William 123, 123, 200, Login realizado com sucesso",""
"broken","Sun May 26 01:29:43 GMT 2024","Sun May 26 01:29:48 GMT 2024","5009","","Testes Cadastro de Usuários","","br.com.sistemaescolar.tests.RegisterTest","register","[2] criacao-admin, ok, william, 123, ADMIN, 200, null, Usuário admin cadastrado com sucesso",""
"broken","Sun May 26 01:29:53 GMT 2024","Sun May 26 01:29:58 GMT 2024","5008","","Testes Cadastro de Usuários","","br.com.sistemaescolar.tests.RegisterTest","register","[4] role-invalida, nok, william, 123, INVALIDO, 403, null, Role informada é invalida",""
